+---------------------------------------+-------------------------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------------+--------+------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+---------------------------------------+-------------------------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------------+--------+------------------------------------------------------------+
| Mod name                              | Registry name                                                                 | BlockID | Subtypes | Item ID | Item meta | Display name                                                    | Exists | Ore Dict keys                                              |
| Astral Sorcery                        | astralsorcery:blockchalice                                                    |    4265 |    false |    8303 |         0 | Containment Chalice                                             | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcollectorcrystal                                           |    4288 |     true |    8875 |         0 | Collector Crystal                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcustomflower                                               |    4256 |    false |    8889 |         0 | Faint Amaranth                                                  | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcustomore                                                  |    4254 |     true |    8832 |         0 | Rock Crystal Ore                                                | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockcustomore                                                  |    4254 |     true |    8832 |         1 | Starmetal Ore                                                   | true   | oreAstralStarmetal                                         |
| Astral Sorcery                        | astralsorcery:blockcustomsandore                                              |    4255 |    false |    8838 |         0 | Aquamarine Shale                                                | true   | oreAquamarine                                              |
| Astral Sorcery                        | astralsorcery:blockfaketree                                                   |    4275 |    false |    8872 |         0 |                                                                 | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockflarelight                                                 |    4263 |        ? |    8887 |           | Volatile Flare                                                  | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockgemcrystals                                                |    4287 |     true |    8859 |         0 | Gem Crystal Cluster                                             | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockgemcrystals                                                |    4287 |     true |    8859 |         1 | Gem Crystal Cluster                                             | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockgemcrystals                                                |    4287 |     true |    8859 |         2 | Gem Crystal Cluster                                             | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockgemcrystals                                                |    4287 |     true |    8859 |         3 | Gem Crystal Cluster                                             | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockgemcrystals                                                |    4287 |     true |    8859 |         4 | Gem Crystal Cluster                                             | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockinfusedwood                                                |    4262 |     true |    8301 |         0 | Infused Wood                                                    | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockinfusedwood                                                |    4262 |     true |    8301 |         1 | Infused Wood Planks                                             | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockinfusedwood                                                |    4262 |     true |    8301 |         2 | Infused Wood Column                                             | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockinfusedwood                                                |    4262 |     true |    8301 |         3 | Infused Wood Arch                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockinfusedwood                                                |    4262 |     true |    8301 |         4 | Engraved Infused Wood                                           | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockinfusedwood                                                |    4262 |     true |    8301 |         5 | Enriched Infused Wood                                           | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockinfusedwood                                                |    4262 |     true |    8301 |         6 | Vibrant Infused Wood                                            | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blocklens                                                       |    4284 |    false |    8831 |         0 | Lens                                                            | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockmachine                                                    |    4274 |     true |    8850 |         0 | Telescope                                                       | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockmachine                                                    |    4274 |     true |    8850 |         1 | Grindstone                                                      | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockmapdrawingtable                                            |    4281 |    false |    8515 |         0 | Stellar Refraction Table                                        | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockmarble                                                     |    4257 |     true |    8836 |         0 | Marble                                                          | true   | blockMarble,stoneMarble                                    |
| Astral Sorcery                        | astralsorcery:blockmarble                                                     |    4257 |     true |    8836 |         1 | Marble Bricks                                                   | true   | blockMarble,stoneMarble                                    |
| Astral Sorcery                        | astralsorcery:blockmarble                                                     |    4257 |     true |    8836 |         2 | Marble Pillar                                                   | true   | blockMarble,stoneMarble                                    |
| Astral Sorcery                        | astralsorcery:blockmarble                                                     |    4257 |     true |    8836 |         3 | Marble Arch                                                     | true   | blockMarble,stoneMarble                                    |
| Astral Sorcery                        | astralsorcery:blockmarble                                                     |    4257 |     true |    8836 |         4 | Chiseled Marble                                                 | true   | blockMarble,stoneMarble                                    |
| Astral Sorcery                        | astralsorcery:blockmarble                                                     |    4257 |     true |    8836 |         5 | Engraved Marble                                                 | true   | blockMarble,stoneMarble                                    |
| Astral Sorcery                        | astralsorcery:blockmarble                                                     |    4257 |     true |    8836 |         6 | Runed Marble                                                    | true   | blockMarble,stoneMarble                                    |
| Astral Sorcery                        | astralsorcery:blockmarbledoubleslab                                           |    4260 |    false |         |           | tile.blockmarbledoubleslab.name                                 | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockmarbleslab                                                 |    4259 |    false |    8842 |         0 | Marble Slab                                                     | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockmarblestairs                                               |    4258 |    false |    8893 |         0 | Marble Stairs                                                   | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockobservatory                                                |    4283 |    false |    8849 |         0 | Observatory                                                     | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockportalnode                                                 |    4278 |        ? |    8897 |           |                                                                 | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockprism                                                      |    4285 |    false |    8882 |         0 | PrismLens                                                       | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockrituallink                                                 |    4277 |    false |    8414 |         0 | Ritual Anchor                                                   | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockritualpedestal                                             |    4271 |    false |    8894 |         0 | Ritual Pedestal                                                 | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockstarlightinfuser                                           |    4276 |    false |    8826 |         0 | Starlight Infuser                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockstructural                                                 |    4290 |    false |    8880 |         0 | Telescope                                                       | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blocktranslucentblock                                           |    4280 |    false |    8843 |         0 | Translucent Block                                               | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blocktreebeacon                                                 |    4279 |    false |    8415 |         0 | Tree Beacon                                                     | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockvanishing                                                  |    4264 |        ? |    8902 |           | tile.blockvanishing.name                                        | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockwell                                                       |    4272 |    false |    8891 |         0 | Lightwell                                                       | true   |                                                            |
| Astral Sorcery                        | astralsorcery:blockworldilluminator                                           |    4273 |    false |    8888 |         0 | Cave Illuminator                                                | true   |                                                            |
| Astral Sorcery                        | astralsorcery:fluidblockliquidstarlight                                       |    4253 |    false |         |           | Liquid Starlight                                                | true   |                                                            |
| Better Diving                         | better_diving:acid_mushroom                                                   |    2178 |    false |    6971 |         0 | Acid Mushroom                                                   | true   |                                                            |
| Better Diving                         | better_diving:creepvine                                                       |    2172 |    false |    6969 |         0 | Creepvine Sample                                                | true   |                                                            |
| Better Diving                         | better_diving:creepvine_seed                                                  |    2173 |    false |    6967 |         0 | Creepvine Seed                                                  | true   |                                                            |
| Better Diving                         | better_diving:creepvine_top                                                   |    2174 |    false |    6977 |         0 | Creepvine Top                                                   | true   |                                                            |
| Better Diving                         | better_diving:fabricator                                                      |    2181 |    false |    6974 |         0 | Fabricator (WIP)                                                | true   |                                                            |
| Better Diving                         | better_diving:limestone_outcrop                                               |    2170 |    false |    6973 |         0 | Limestone Outcrop                                               | true   |                                                            |
| Better Diving                         | better_diving:sandstone_outcrop                                               |    2171 |    false |    6968 |         0 | Sandstone Outcrop                                               | true   |                                                            |
| Better Diving                         | better_diving:seabase_ladder                                                  |    2182 |    false |    6970 |         0 | Seabase Ladder                                                  | true   |                                                            |
| Better Diving                         | better_diving:seagrass                                                        |    2175 |    false |    6965 |         0 | Seagrass                                                        | true   |                                                            |
| Better Diving                         | better_diving:seagrass_tall_bottom                                            |    2176 |    false |    6972 |         0 | Seagrass Tall                                                   | true   |                                                            |
| Better Diving                         | better_diving:seagrass_tall_top                                               |    2177 |    false |    6976 |         0 | Seagrass Tall Top                                               | true   |                                                            |
| Better Diving                         | better_diving:solar_panel                                                     |    2180 |    false |    6975 |         0 | Solar Panel                                                     | true   |                                                            |
| Better Diving                         | better_diving:structure_block                                                 |    2179 |    false |    6966 |         0 | Structure Block (WIP)                                           | true   |                                                            |
| Better Questing                       | betterquesting:submit_station                                                 |    2183 |    false |    7024 |         0 | Object Submission Station (OSS)                                 | true   |                                                            |
| Bewitchment                           | bewitchment:alchemists_carpet                                                 |    7093 |    false |   13124 |         0 | Alchemist Carpet                                                | true   |                                                            |
| Bewitchment                           | bewitchment:alchemists_fleece                                                 |    6934 |    false |   12978 |         0 | Alchemist Fleece                                                | true   |                                                            |
| Bewitchment                           | bewitchment:amethyst_ore                                                      |    6789 |    false |    9808 |         0 | Amethyst Ore                                                    | true   | oreAmethyst                                                |
| Bewitchment                           | bewitchment:besmirched_carpet                                                 |    6915 |    false |   12960 |         0 | Besmirched Carpet                                               | true   |                                                            |
| Bewitchment                           | bewitchment:besmirched_fleece                                                 |    7015 |    false |   13049 |         0 | Besmirched Fleece                                               | true   |                                                            |
| Bewitchment                           | bewitchment:black_candle                                                      |    6922 |    false |   10232 |         0 | Black Candle                                                    | true   |                                                            |
| Bewitchment                           | bewitchment:blessed_stone                                                     |    6695 |    false |   12353 |         0 | Blessed Stone                                                   | true   |                                                            |
| Bewitchment                           | bewitchment:block_cypress_door                                                |    7077 |    false |         |           | item.bewitchment.block_cypress_door.name                        | true   |                                                            |
| Bewitchment                           | bewitchment:block_dragons_blood_door                                          |    6846 |    false |         |           | item.bewitchment.block_dragons_blood_door.name                  | true   |                                                            |
| Bewitchment                           | bewitchment:block_elder_door                                                  |    7041 |    false |         |           | item.bewitchment.block_elder_door.name                          | true   |                                                            |
| Bewitchment                           | bewitchment:block_juniper_door                                                |    7127 |    false |         |           | item.bewitchment.block_juniper_door.name                        | true   |                                                            |
| Bewitchment                           | bewitchment:block_of_amethyst                                                 |    6985 |    false |   13017 |         0 | Block of Amethyst                                               | true   | blockAmethyst                                              |
| Bewitchment                           | bewitchment:block_of_cold_iron                                                |    6761 |    false |    9649 |         0 | Block of Cold Iron                                              | true   | blockColdIron                                              |
| Bewitchment                           | bewitchment:block_of_cold_iron_bevel                                          |    7111 |    false |   13198 |         0 | Block of Cold Iron                                              | true   | blockColdIron                                              |
| Bewitchment                           | bewitchment:block_of_cold_iron_cup                                            |    6818 |    false |   12881 |         0 | Block of Cold Iron                                              | true   | blockColdIron                                              |
| Bewitchment                           | bewitchment:block_of_cold_iron_moon                                           |    7055 |    false |   12208 |         0 | Block of Cold Iron                                              | true   | blockColdIron                                              |
| Bewitchment                           | bewitchment:block_of_cold_iron_pentacle                                       |    6930 |    false |   12973 |         0 | Block of Cold Iron                                              | true   | blockColdIron                                              |
| Bewitchment                           | bewitchment:block_of_cold_iron_pentagram                                      |    6650 |    false |   12315 |         0 | Block of Cold Iron                                              | true   | blockColdIron                                              |
| Bewitchment                           | bewitchment:block_of_cold_iron_sun                                            |    6810 |    false |    9816 |         0 | Block of Cold Iron                                              | true   | blockColdIron                                              |
| Bewitchment                           | bewitchment:block_of_cold_iron_sword                                          |    6920 |    false |   12962 |         0 | Block of Cold Iron                                              | true   | blockColdIron                                              |
| Bewitchment                           | bewitchment:block_of_cold_iron_symbol                                         |    7076 |    false |   13106 |         0 | Block of Cold Iron                                              | true   | blockColdIron                                              |
| Bewitchment                           | bewitchment:block_of_cold_iron_wand                                           |    6652 |    false |   12317 |         0 | Block of Cold Iron                                              | true   | blockColdIron                                              |
| Bewitchment                           | bewitchment:block_of_garnet                                                   |    6801 |    false |   12867 |         0 | Block of Garnet                                                 | true   | blockGarnet                                                |
| Bewitchment                           | bewitchment:block_of_opal                                                     |    7059 |    false |   13092 |         0 | Block of Opal                                                   | true   | blockOpal                                                  |
| Bewitchment                           | bewitchment:block_of_salt                                                     |    6875 |    false |   12933 |         0 | Block of Salt                                                   | true   | blockSalt                                                  |
| Bewitchment                           | bewitchment:block_of_silver                                                   |    6885 |    false |   10202 |         0 | Block of Silver                                                 | true   | blockSilver                                                |
| Bewitchment                           | bewitchment:block_of_silver_bevel                                             |    6932 |    false |   10628 |         0 | Block of Silver                                                 | true   | blockSilver                                                |
| Bewitchment                           | bewitchment:block_of_silver_cup                                               |    6709 |    false |    9609 |         0 | Block of Silver                                                 | true   | blockSilver                                                |
| Bewitchment                           | bewitchment:block_of_silver_moon                                              |    6768 |    false |    9653 |         0 | Block of Silver                                                 | true   | blockSilver                                                |
| Bewitchment                           | bewitchment:block_of_silver_old                                               |    6734 |    false |   12814 |         0 | Block of Silver                                                 | true   | blockSilver                                                |
| Bewitchment                           | bewitchment:block_of_silver_pentacle                                          |    6678 |    false |   12340 |         0 | Block of Silver                                                 | true   | blockSilver                                                |
| Bewitchment                           | bewitchment:block_of_silver_pentagram                                         |    6681 |    false |   12341 |         0 | Block of Silver                                                 | true   | blockSilver                                                |
| Bewitchment                           | bewitchment:block_of_silver_sun                                               |    6713 |    false |   12779 |         0 | Block of Silver                                                 | true   | blockSilver                                                |
| Bewitchment                           | bewitchment:block_of_silver_sword                                             |    7125 |    false |   12262 |         0 | Block of Silver                                                 | true   | blockSilver                                                |
| Bewitchment                           | bewitchment:block_of_silver_symbol                                            |    6809 |    false |   12872 |         0 | Block of Silver                                                 | true   | blockSilver                                                |
| Bewitchment                           | bewitchment:block_of_silver_wand                                              |    6629 |    false |    8924 |         0 | Block of Silver                                                 | true   | blockSilver                                                |
| Bewitchment                           | bewitchment:blue_candle                                                       |    6705 |    false |   12360 |         0 | Blue Candle                                                     | true   |                                                            |
| Bewitchment                           | bewitchment:blue_ink_cap                                                      |    6670 |    false |   12331 |         0 | Blue Ink Cap                                                    | true   |                                                            |
| Bewitchment                           | bewitchment:brazier                                                           |    6658 |    false |   12321 |         0 | Brazier                                                         | true   |                                                            |
| Bewitchment                           | bewitchment:brown_candle                                                      |    7011 |    false |   12181 |         0 | Brown Candle                                                    | true   |                                                            |
| Bewitchment                           | bewitchment:candelabra_gold                                                   |    6664 |    false |   12327 |         0 | Golden Candelabra                                               | true   |                                                            |
| Bewitchment                           | bewitchment:candelabra_iron                                                   |    6860 |    false |   10180 |         0 | Iron Candelabra                                                 | true   |                                                            |
| Bewitchment                           | bewitchment:candelabra_silver                                                 |    6841 |    false |   10169 |         0 | Silver Candelabra                                               | true   |                                                            |
| Bewitchment                           | bewitchment:chiseled_coquina                                                  |    6980 |    false |   12159 |         0 | Chiseled Coquina                                                | true   |                                                            |
| Bewitchment                           | bewitchment:chiseled_embittered_bricks                                        |    6948 |    false |   10777 |         0 | Chiseled Embittered Bricks                                      | true   |                                                            |
| Bewitchment                           | bewitchment:chiseled_scorned_bricks                                           |    6651 |    false |    8944 |         0 | Chiseled Scorned Bricks                                         | true   |                                                            |
| Bewitchment                           | bewitchment:coquina                                                           |    7120 |    false |   12256 |         0 | Coquina                                                         | true   | coquina                                                    |
| Bewitchment                           | bewitchment:coquina_brick_fence                                               |    7136 |    false |   13219 |         0 | Coquina Brick Fence                                             | true   |                                                            |
| Bewitchment                           | bewitchment:coquina_brick_slab                                                |    6690 |    false |    9591 |         0 | Coquina Brick Slab                                              | true   |                                                            |
| Bewitchment                           | bewitchment:coquina_brick_slab_double                                         |    7142 |    false |         |           | tile.bewitchment.coquina_brick_slab_double.name                 | true   |                                                            |
| Bewitchment                           | bewitchment:coquina_brick_stairs                                              |    6988 |    false |   13023 |         0 | Coquina Brick Stairs                                            | true   |                                                            |
| Bewitchment                           | bewitchment:coquina_brick_wall                                                |    6901 |    false |   10215 |         0 | Coquina Brick Wall                                              | true   |                                                            |
| Bewitchment                           | bewitchment:coquina_bricks                                                    |    6686 |    false |   12348 |         0 | Coquina Bricks                                                  | true   |                                                            |
| Bewitchment                           | bewitchment:coquina_fence                                                     |    7103 |    false |   12244 |         0 | Coquina Fence                                                   | true   |                                                            |
| Bewitchment                           | bewitchment:coquina_shell                                                     |    6743 |    false |    9640 |         0 | Coquina                                                         | true   | coquina                                                    |
| Bewitchment                           | bewitchment:coquina_slab                                                      |    7051 |    false |   13088 |         0 | Coquina Slab                                                    | true   |                                                            |
| Bewitchment                           | bewitchment:coquina_slab_double                                               |    6689 |    false |         |           | tile.bewitchment.coquina_slab_double.name                       | true   |                                                            |
| Bewitchment                           | bewitchment:coquina_smooth                                                    |    6635 |    false |   12301 |         0 | Coquina                                                         | true   | coquina                                                    |
| Bewitchment                           | bewitchment:coquina_stairs                                                    |    6887 |    false |   12940 |         0 | Coquina Stairs                                                  | true   |                                                            |
| Bewitchment                           | bewitchment:coquina_wall                                                      |    6850 |    false |   12903 |         0 | Coquina Wall                                                    | true   |                                                            |
| Bewitchment                           | bewitchment:coquina_witches_altar                                             |    7141 |    false |   12282 |         0 | Coquina Witches' Altar                                          | true   |                                                            |
| Bewitchment                           | bewitchment:cracked_embittered_bricks                                         |    6910 |    false |   12954 |         0 | Cracked Embittered Bricks                                       | true   |                                                            |
| Bewitchment                           | bewitchment:cracked_scorned_bricks                                            |    6921 |    false |   12966 |         0 | Cracked Scorned Bricks                                          | true   |                                                            |
| Bewitchment                           | bewitchment:crop_aconitum                                                     |    7019 |    false |         |           | tile.bewitchment.crop_aconitum.name                             | true   |                                                            |
| Bewitchment                           | bewitchment:crop_belladonna                                                   |    6666 |    false |         |           | tile.bewitchment.crop_belladonna.name                           | true   |                                                            |
| Bewitchment                           | bewitchment:crop_garlic                                                       |    6829 |    false |         |           | tile.bewitchment.crop_garlic.name                               | true   |                                                            |
| Bewitchment                           | bewitchment:crop_hellebore                                                    |    6756 |    false |         |           | tile.bewitchment.crop_hellebore.name                            | true   |                                                            |
| Bewitchment                           | bewitchment:crop_mandrake                                                     |    6933 |    false |         |           | tile.bewitchment.crop_mandrake.name                             | true   |                                                            |
| Bewitchment                           | bewitchment:crop_white_sage                                                   |    6636 |    false |         |           | tile.bewitchment.crop_white_sage.name                           | true   |                                                            |
| Bewitchment                           | bewitchment:crop_wormwood                                                     |    6816 |    false |         |           | tile.bewitchment.crop_wormwood.name                             | true   |                                                            |
| Bewitchment                           | bewitchment:crying_scorned_brick_fence                                        |    6649 |    false |    8941 |         0 | Warped Scorned Brick Fence                                      | true   |                                                            |
| Bewitchment                           | bewitchment:crying_scorned_brick_slab                                         |    6838 |    false |   10168 |         0 | Warped Scorned Brick Slab                                       | true   |                                                            |
| Bewitchment                           | bewitchment:crying_scorned_brick_slab_double                                  |    7139 |    false |         |           | tile.bewitchment.crying_scorned_brick_slab_double.name          | true   |                                                            |
| Bewitchment                           | bewitchment:crying_scorned_brick_stairs                                       |    6786 |    false |   12856 |         0 | Warped Scorned Brick Stairs                                     | true   |                                                            |
| Bewitchment                           | bewitchment:crying_scorned_brick_wall                                         |    7030 |    false |   13064 |         0 | Warped Scorned Brick Wall                                       | true   |                                                            |
| Bewitchment                           | bewitchment:crying_scorned_bricks                                             |    7047 |    false |   12201 |         0 | Warped Scorned Bricks                                           | true   |                                                            |
| Bewitchment                           | bewitchment:crystal_ball                                                      |    6868 |    false |   12925 |         0 | Crystal Ball                                                    | true   |                                                            |
| Bewitchment                           | bewitchment:cyan_candle                                                       |    7126 |    false |   13213 |         0 | Cyan Candle                                                     | true   |                                                            |
